cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class
C11601,18.327144989190217,79.47157451676422,6490.1,1710,3.96,0,1,0.818,2.273,17.3,54.09,39.15,4761.0,223995408.0,Severe
C11602,27.444632511367978,86.28261740865477,5440.2,1248,2.76,2,0,0.444,0.785,11.8,26.09,20.91,2024.7,83055015.0,Moderate
C11603,22.53213470165022,89.3253155254301,7319.0,1493,1.93,1,7,0.842,1.239,12.7,43.65,25.6,4051.4,166034008.0,High
C11604,18.02754193776645,85.01509073816766,1331.4,378,1.53,0,1,0.409,1.31,13.5,28.92,25.59,610.0,27094821.0,High
C11605,19.60622708992182,73.58157066597224,1322.5,262,4.46,1,1,0.423,0.323,8.6,22.98,0.0,375.3,15339677.0,Moderate
C11606,19.964172103660772,83.66477450144684,984.3,220,3.13,0,1,0.357,0.22,1.0,19.35,13.92,244.9,10710762.0,None/Low
C11607,28.19114648810167,74.30440857739485,1046.7,208,2.35,0,0,0.538,0.421,3.3,22.06,14.82,345.8,12494816.0,Moderate
C11608,23.076015638215786,82.61006433601499,3513.5,962,1.47,0,4,0.626,1.045,8.9,36.34,12.27,1632.7,82559843.0,High
C11609,26.099597848836744,79.25761924266425,9721.6,2403,6.85,2,6,0.484,0.418,3.8,25.06,6.62,3076.1,145438350.0,Moderate
C11610,26.16845001424872,72.26963296623501,699.5,157,1.24,0,0,0.675,1.39,14.0,43.72,20.89,377.0,16943671.0,High
C11611,28.732199332721244,74.32427355197837,14165.4,2973,3.95,4,9,0.578,2.125,19.2,56.36,32.95,9163.8,411913922.0,Severe
C11612,22.783764755449855,86.4617973268385,3624.3,950,0.53,1,0,0.665,1.207,14.6,40.35,16.73,1825.0,90929069.0,High
C11613,20.66645336226822,77.33864259851163,1768.0,348,2.14,0,3,0.836,0.761,6.7,29.55,10.69,823.8,28451809.0,Moderate
C11614,19.113744805601694,77.31769085806805,6513.9,1245,1.56,1,6,0.748,0.536,4.2,21.14,11.62,2628.5,78967085.0,Moderate
C11615,23.36551059136152,89.31448048479345,423.5,115,1.41,0,0,0.646,0.139,5.2,17.99,4.21,129.8,5297435.0,None/Low
C11616,27.989001882702382,89.44467321912676,2847.1,520,8.46,0,3,0.634,0.38,4.2,25.08,0.0,987.6,35325759.0,Moderate
C11617,22.708984219922826,79.50851374442307,3413.1,842,3.55,1,1,0.631,2.378,22.4,66.45,32.37,2408.5,129905211.0,Severe
C11618,22.414529492611848,88.08049899545894,2045.8,581,6.65,0,0,0.382,0.167,1.0,12.31,3.41,502.2,18960670.0,None/Low
C11619,24.7172400657683,89.38203400568474,380.3,99,1.04,0,1,0.042,0.097,6.7,0.79,1.2,56.3,819170.0,None/Low
C11620,21.734875411822152,77.2100515027545,10574.7,2036,1.99,1,11,0.854,0.325,5.9,39.05,9.24,4144.2,192901921.0,Moderate
C11621,18.297791656845778,74.67630882657735,920.4,168,3.0,0,0,0.85,0.492,3.8,20.63,11.15,387.4,10972119.0,Moderate
C11622,24.420764498316572,75.71992187895039,1934.4,369,4.38,1,2,0.313,3.717,31.7,71.22,58.92,1677.9,68085561.0,Severe
C11623,28.776458851637685,81.69653525474328,5414.5,1078,1.39,1,5,0.928,0.312,2.3,25.61,4.54,2209.4,76223273.0,Moderate
C11624,18.08333666881334,86.36494117335795,2945.3,734,2.67,0,1,0.66,0.0,1.7,5.95,0.0,839.3,17926283.0,None/Low
C11625,21.96445356389874,90.11762682397686,9244.6,1814,4.54,0,5,0.815,2.562,26.4,61.88,47.13,7255.2,289651158.0,Severe
C11626,23.15060578981894,83.91332177842682,1653.5,456,6.79,1,1,0.229,1.329,13.9,50.12,33.65,688.7,49971876.0,High
C11627,20.42901563659099,84.0039232771449,8988.9,2208,4.99,1,4,0.283,0.566,10.6,28.41,7.9,2629.9,144578104.0,Moderate
C11628,19.738238790615366,80.75328810740157,4549.3,1172,1.47,0,3,0.284,0.662,5.3,13.43,0.91,1410.8,45256116.0,Moderate
C11629,25.239612181148495,85.66833928706542,2233.4,409,6.93,0,1,0.48,0.614,7.5,17.29,0.0,783.1,22129206.0,Moderate
C11630,28.594722066283786,74.92781841736354,1420.2,291,1.2,1,1,0.236,0.258,4.8,5.87,17.66,320.2,6972385.0,None/Low
C11631,24.49041092126329,81.98661326146815,3270.5,596,1.07,3,4,0.26,0.258,5.5,9.96,3.49,757.3,19782357.0,None/Low
C11632,27.509034184733935,88.57284007527062,2852.2,763,2.97,1,1,0.472,0.128,8.2,4.74,8.38,744.4,15510389.0,None/Low
C11633,24.610550280691463,72.18479679163238,1509.9,391,4.94,0,1,0.848,0.604,13.6,32.56,13.92,665.3,31074102.0,Moderate
C11634,24.99132043130294,80.67086156175642,951.3,241,2.2,0,0,0.673,0.42,4.9,20.94,8.87,346.1,13284814.0,Moderate
C11635,19.8602312387846,77.3050347430546,1423.4,406,4.24,0,1,0.485,0.164,4.6,16.31,10.1,385.4,16650099.0,None/Low
C11636,21.524988229543666,83.5150313853266,2744.6,715,0.84,2,0,0.641,1.632,15.7,45.43,28.05,1575.2,77434701.0,High
C11637,21.20285345285921,87.34394049723812,4676.7,972,6.26,0,7,0.447,0.58,8.5,30.04,10.76,1571.5,71581102.0,Moderate
C11638,26.745262066478553,72.34968723501159,4809.2,1082,6.81,0,2,0.913,0.567,8.1,29.86,6.82,2165.8,84257764.0,Moderate
C11639,19.78262541134778,87.3820627280871,4917.4,897,5.89,0,5,0.649,2.127,19.6,44.05,31.91,3271.5,110851873.0,Severe
C11640,25.941208909243716,87.26746633678397,7016.9,1454,8.19,2,6,0.05,0.408,8.2,16.67,13.09,1444.5,61219780.0,Moderate
C11641,18.70082261565323,72.23253775046021,3902.0,1012,6.0,1,2,0.732,2.099,20.4,56.86,33.26,2656.5,135947562.0,Severe
C11642,23.09639166291037,87.97230671371742,5675.7,1212,1.26,2,2,0.731,4.388,38.7,81.35,61.29,5675.7,245772794.0,Severe
C11643,27.70768132328322,78.58628744210226,1697.2,316,5.82,0,2,0.071,0.396,9.8,18.58,12.4,354.7,15005118.0,Moderate
C11644,24.66616254069497,82.73464797569338,4967.7,1078,5.19,0,5,0.554,1.013,14.0,24.73,21.39,2189.6,74546288.0,High
C11645,19.1075982074527,86.89648351129654,2587.1,712,2.7,0,0,0.816,1.411,14.9,40.84,14.99,1495.4,70382605.0,High
C11646,18.32996005026174,75.55650592329596,326.0,85,9.0,0,0,0.737,0.747,4.2,37.11,8.16,143.0,7576493.0,Moderate
C11647,22.514712350292722,76.8849692608678,2751.5,625,5.12,0,1,0.559,0.621,5.5,14.96,10.7,1022.2,29230667.0,Moderate
C11648,19.59846702776253,76.68610142731072,4737.2,1123,3.43,1,4,0.617,0.1,6.1,14.12,2.33,1384.1,45174849.0,None/Low
C11649,19.558354088683842,88.66923126143901,782.3,143,9.28,1,0,0.306,0.398,8.2,20.49,17.96,209.8,8209165.0,Moderate
C11650,23.101567940411964,77.79272845475515,6397.5,1186,1.77,2,3,0.324,0.243,2.9,26.93,10.44,1565.6,76314167.0,None/Low
C11651,27.280237862059877,82.64326437446012,8957.4,1688,2.81,2,7,0.445,1.36,14.2,27.37,23.98,4264.1,134497372.0,High
C11652,21.160719582518272,89.62991710648441,2397.2,648,0.97,1,3,0.946,2.759,23.1,57.27,40.19,2045.0,91435064.0,Severe
C11653,22.284159864366654,78.19059339824202,1595.2,420,2.34,0,0,0.272,0.84,5.9,25.09,18.41,541.0,25570870.0,Moderate
C11654,23.796683415331326,89.08694867151551,2650.8,745,0.85,2,0,0.507,0.124,2.2,4.02,7.95,713.0,13962234.0,None/Low
C11655,25.32087196199541,90.61562736390488,294.6,77,1.72,0,0,0.634,0.083,2.2,7.32,0.01,86.4,2052092.0,None/Low
C11656,20.86029857360922,90.8236718000571,10963.0,2927,0.36,5,7,0.528,0.897,10.6,35.05,20.7,4530.9,239046853.0,Moderate
C11657,20.919533563796836,90.0983588825784,14361.6,2676,2.56,1,10,0.334,0.062,2.4,13.28,7.08,3083.2,100994013.0,None/Low
C11658,21.34756438626279,79.41241106704591,5418.6,1164,1.02,1,5,0.094,0.854,5.5,22.88,16.66,1610.8,67302351.0,Moderate
C11659,23.085912319102775,81.37106931576275,1803.0,362,3.61,0,2,0.939,1.831,13.0,51.18,31.72,1233.6,48436375.0,High
C11660,26.97325557611052,82.74955904403338,6172.2,1432,3.66,1,7,0.289,0.186,1.0,8.54,4.61,1394.2,38776633.0,None/Low
C11661,27.304008958911723,76.62277545231336,1452.7,359,3.6,0,1,0.838,0.096,2.0,29.98,12.07,503.7,25529684.0,None/Low
C11662,28.15897204276621,76.77374203802582,3146.7,826,1.87,0,3,0.822,0.449,1.6,24.69,8.46,1278.9,52102544.0,Moderate
C11663,26.043168166339655,84.00784255981429,5807.7,1399,6.07,3,3,0.314,0.574,1.0,18.31,14.16,1752.6,67357127.0,Moderate
C11664,22.238633635195225,87.20316019147137,3837.2,819,1.74,0,3,0.85,1.088,12.2,42.24,15.52,2026.8,86656403.0,High
C11665,28.898336664930383,85.11042719167068,261.9,69,6.94,1,0,0.884,0.829,5.2,23.81,12.49,128.4,4715081.0,Moderate
C11666,21.875706785107855,74.39729032820554,9117.6,1718,3.64,3,6,0.465,1.65,15.3,43.15,22.64,4862.7,191999744.0,High
C11667,28.06874219871867,72.41227860333082,1437.2,341,8.68,0,2,0.316,0.338,6.3,2.31,15.2,373.7,6232568.0,Moderate
C11668,19.134064372503584,86.06583690836015,4747.6,1044,3.36,0,3,0.138,0.349,6.4,26.32,15.46,1031.9,61979379.0,Moderate
C11669,18.982650808582857,76.20022229564238,5027.3,996,4.89,0,2,0.429,0.834,11.8,23.28,7.22,1898.1,64602494.0,Moderate
C11670,19.74943653665551,76.83560992160864,1267.3,277,2.91,0,2,0.568,2.305,22.1,45.6,32.5,857.7,33266128.0,Severe
C11671,19.975208258020096,88.16210752038722,3037.5,660,4.55,0,2,0.751,0.213,1.0,22.34,0.0,1051.7,39156046.0,None/Low
C11672,26.726340986893593,90.27869772171084,3488.2,929,2.56,1,3,0.141,1.698,16.1,28.58,28.1,1607.4,67256296.0,High
C11673,23.36560025643551,83.35602463651612,4580.7,1285,7.68,0,2,0.511,0.107,3.4,11.25,1.45,1223.9,40741456.0,None/Low
C11674,25.665606395564094,73.46297255591595,611.4,130,4.15,0,0,0.366,1.136,12.8,35.3,23.27,254.4,11553527.0,High
C11675,23.5524439050194,87.84222840007341,1096.5,237,4.91,1,1,0.565,0.241,6.0,7.27,3.37,334.0,7150103.0,None/Low
C11676,20.246980543658367,77.85963496679082,4348.0,1192,1.57,1,3,0.377,0.819,10.9,14.57,17.22,1572.4,50190514.0,Moderate
C11677,18.991240735767665,87.9395589794377,4013.9,818,7.76,1,2,0.421,0.483,3.2,17.54,16.51,1253.0,41183442.0,Moderate
C11678,26.64134900800876,76.3072109382439,14512.0,3150,3.37,2,6,0.439,4.916,40.1,97.33,71.99,14512.0,726625679.0,Severe
C11679,24.025392004333227,86.01717267360596,1281.4,251,4.09,0,0,0.357,0.804,10.4,15.89,0.0,453.6,12624810.0,Moderate
C11680,23.68164262954355,83.70791901288095,513.6,106,6.54,0,0,0.785,0.522,7.1,19.31,13.93,210.7,6440928.0,Moderate
C11681,28.878781418119488,78.9014538640646,634.8,119,2.09,0,3,0.324,0.586,11.9,15.41,6.28,194.6,5668411.0,Moderate
C11682,19.1349384658531,75.2696103835895,12142.4,2277,5.04,1,13,0.607,2.242,20.4,49.85,27.75,8201.5,303099980.0,Severe
C11683,18.316144581123034,81.9874870485225,1968.9,514,0.94,0,2,0.723,0.054,1.0,11.69,1.15,611.4,18156316.0,None/Low
C11684,18.191579656563682,82.46285701743292,2947.5,814,5.44,0,4,0.895,2.19,18.0,55.87,35.96,2174.7,108446945.0,Severe
C11685,26.609398088054263,81.22907642903586,9831.6,2212,3.79,4,10,0.321,0.558,4.3,14.62,16.0,2956.7,93858749.0,Moderate
C11686,27.351981330532983,84.63969499590642,1056.8,229,1.43,0,0,0.563,1.234,10.3,40.51,16.59,510.1,22879903.0,High
C11687,28.29061914749552,84.3653072586485,2499.3,594,4.2,0,4,0.476,0.501,4.0,14.57,13.65,822.4,25585717.0,Moderate
C11688,21.00869457642909,85.93426008917999,4840.6,1347,5.73,0,2,0.773,0.706,9.8,26.27,12.06,2131.7,89447235.0,Moderate
C11689,27.964245547353258,90.74904224853395,10757.9,2731,3.08,2,12,0.356,0.141,4.4,15.7,0.0,2522.8,107470778.0,None/Low
C11690,24.74579510060731,84.34978548874776,2995.6,702,4.28,0,0,0.316,0.163,4.5,28.04,5.14,683.7,43686843.0,None/Low
C11691,24.811285060614217,84.23697092675786,567.8,127,2.77,0,1,0.587,0.212,11.7,34.11,3.71,173.1,9900029.0,None/Low
C11692,25.630627459823277,78.64381278299837,4315.1,1148,0.74,0,3,0.423,0.105,1.3,12.63,0.0,1055.6,38758572.0,None/Low
C11693,24.266884644551062,83.81724293886381,1963.1,357,1.75,0,2,0.27,1.164,5.1,31.2,6.49,779.3,29427757.0,High
C11694,22.371653155882427,77.19632493063224,2141.3,409,1.64,0,1,0.334,0.037,1.9,4.67,0.43,450.1,8842894.0,None/Low
C11695,24.260265501454846,78.28199907941125,12717.8,2370,2.35,2,4,0.481,0.436,4.9,20.54,11.45,4052.6,136306182.0,Moderate
C11696,22.282352978886696,73.35636391267025,1771.0,347,2.78,0,3,0.538,0.0,1.0,16.03,8.16,450.9,15480089.0,None/Low
C11697,22.857594312650306,88.55603126680695,5900.3,1554,6.36,0,4,0.708,2.335,17.3,51.53,39.82,4232.5,195565355.0,Severe
C11698,24.97908908607295,73.78291496732655,1305.3,297,1.43,0,0,0.423,1.316,9.8,29.51,28.06,604.0,23123473.0,High
C11699,23.244525621880072,82.46562557571703,14604.4,3879,12.19,5,8,0.769,1.5,10.2,37.79,36.09,8505.3,366986767.0,High
C11700,20.677702348756693,88.82267725811447,12877.3,2458,2.18,1,4,0.497,0.786,8.8,25.44,29.88,4966.2,172330702.0,Moderate
C11701,19.820596395453563,74.85140787390561,347.9,82,2.2,0,0,0.393,0.242,1.8,5.58,5.47,91.1,1946647.0,None/Low
C11702,21.409375223611747,77.956359768545,416.9,102,1.68,0,1,0.665,0.0,1.0,14.39,8.89,119.3,4110470.0,None/Low
C11703,25.358465899997114,80.53171315287871,895.7,213,1.61,0,0,0.633,0.672,1.0,29.48,10.76,357.8,15640718.0,Moderate
C11704,19.97975085731386,90.22413754399194,4989.4,1074,1.05,1,1,0.463,0.746,11.2,17.46,17.3,1846.4,55956576.0,Moderate
C11705,18.813139148929956,73.000904567001,8536.5,1706,3.26,0,5,0.204,0.046,3.2,11.64,16.32,1531.4,54238400.0,None/Low
C11706,25.40341195527682,74.20837422814574,3119.9,814,6.47,0,3,0.434,0.25,3.4,6.01,14.51,853.0,19281430.0,None/Low
C11707,26.73058382509617,81.97144128295582,4787.6,1004,3.6,0,3,0.348,1.388,15.8,32.81,34.93,2186.8,85849757.0,High
C11708,28.650256561170195,79.76054061185071,1108.0,292,1.84,0,2,0.368,1.194,13.8,11.83,14.93,473.1,11964697.0,High
C11709,24.830768513136057,85.97519123680722,984.4,182,4.17,1,1,0.621,0.27,4.8,12.15,0.0,318.8,7806075.0,None/Low
C11710,18.141460752324555,90.56781842456178,6966.2,1605,3.56,0,8,0.453,1.551,10.5,44.61,26.98,3569.9,171943880.0,High
C11711,27.288196011028425,87.1556706956986,2247.1,463,3.39,0,2,0.448,0.533,5.8,10.82,8.65,736.6,17932845.0,Moderate
C11712,25.095451581702363,74.44760099054795,280.2,72,1.09,0,0,0.655,0.456,2.6,29.24,4.7,102.5,5032226.0,Moderate
C11713,27.77509665357342,84.76460273661137,1543.1,332,1.8,0,2,0.388,0.526,4.7,25.47,14.23,481.0,21056361.0,Moderate
C11714,18.78151430256386,82.3697087169899,3908.7,994,1.71,2,4,0.484,0.408,5.9,17.7,9.57,1228.5,46446874.0,Moderate
C11715,26.61301467836225,80.06728023682453,2087.4,408,3.12,0,2,0.435,0.258,1.0,25.73,10.31,574.4,25869564.0,None/Low
C11716,21.964953966669533,76.2073241243638,4336.3,836,8.93,2,2,0.43,0.036,3.5,11.33,5.8,1015.1,29355178.0,None/Low
C11717,23.862573425270774,73.51235220836723,3174.6,611,0.11,0,2,0.408,1.359,15.5,25.31,30.6,1481.3,45614056.0,High
C11718,25.488425721071206,79.64787658945791,2661.9,537,5.64,0,0,0.569,0.707,8.0,19.9,11.42,1037.1,31841138.0,Moderate
C11719,27.87283576801368,88.87043790233565,3702.7,840,2.13,0,3,0.742,0.455,6.7,14.55,17.55,1435.0,39307859.0,Moderate
C11720,24.80783444906342,90.24907157044584,36035.4,6956,8.98,3,21,0.529,0.054,1.0,5.27,6.76,9438.6,179445993.0,None/Low
C11721,18.709664496771342,82.89180478018574,1259.9,249,13.93,0,0,0.384,0.03,1.0,4.23,11.8,279.0,5654828.0,None/Low
C11722,26.536201991563214,72.27391810227057,3130.5,578,8.99,0,4,0.31,0.143,4.1,0.0,1.3,698.6,8412757.0,None/Low
C11723,21.569461227308352,78.43385677068788,841.8,159,9.63,1,0,0.624,0.281,2.3,22.73,0.0,274.8,9804322.0,None/Low
C11724,28.91140598636056,77.87359114918445,2256.2,510,3.36,0,0,0.683,4.412,34.1,78.43,65.26,2256.2,99621330.0,Severe
C11725,20.829414222104006,76.85618493886703,1568.5,427,1.85,0,1,0.689,0.0,1.0,17.83,4.65,458.2,19221307.0,None/Low
C11726,28.41409354707826,87.16388024806498,1105.0,299,1.14,0,3,0.281,0.486,7.0,23.07,7.71,306.8,16118958.0,Moderate
C11727,23.709437315229025,80.59416946349397,3699.8,992,5.73,0,3,0.278,0.524,1.0,21.71,2.11,1049.5,51381012.0,Moderate
C11728,23.239707954736797,85.9311815722736,4795.8,1107,4.64,2,2,0.446,0.651,10.9,23.64,14.33,1672.6,67341618.0,Moderate
C11729,22.424959362720298,83.68680240949891,17214.1,3879,0.29,3,10,0.237,0.0,4.1,11.0,5.24,3083.9,113837200.0,None/Low
C11730,27.52574315609182,78.23664928995186,2999.3,692,2.16,1,1,0.151,1.222,5.9,24.05,25.88,1132.5,43685697.0,High
C11731,21.086470136573638,86.82973574076512,12188.4,2247,2.06,0,6,0.291,1.216,10.4,30.01,22.21,5019.3,181735168.0,High
C11732,20.46740514158106,82.60570619364934,1052.9,245,4.09,0,2,0.649,0.483,1.6,20.7,12.2,388.8,13919656.0,Moderate
C11733,25.98409447555929,76.5201741663603,12028.4,3221,6.25,2,14,0.787,1.288,16.8,35.72,22.43,6598.0,286627660.0,High
C11734,23.183795519995414,78.24805314547373,3981.9,853,5.68,0,2,0.695,1.258,14.1,30.83,16.19,2071.3,72418976.0,High
C11735,25.353065518223378,77.77155881548093,3266.7,725,5.58,0,1,0.547,1.566,15.8,43.21,16.96,1759.4,77735080.0,High
C11736,24.240095191995586,83.91273066009059,5493.5,1019,3.28,2,8,0.653,1.198,14.8,34.02,23.89,2740.0,95468171.0,High
C11737,25.33620726786927,76.42899529437531,826.2,158,6.05,0,1,0.646,0.49,6.3,17.86,9.91,305.3,8892678.0,Moderate
C11738,18.204840771172186,73.93254285717234,1486.0,360,1.66,0,0,0.619,1.333,12.3,28.52,26.88,764.7,27767604.0,High
C11739,20.468287667365168,83.66536308389179,2455.4,459,4.59,4,3,0.579,1.006,13.9,19.68,23.42,1094.7,29666512.0,High
C11740,28.772375515718046,89.80061356209376,1532.8,382,2.07,0,1,0.343,0.288,4.2,16.92,11.48,394.9,16433790.0,None/Low
C11741,26.552084908991585,88.9472903665576,1034.3,266,2.83,1,0,0.32,1.527,17.6,31.1,13.39,491.2,20880965.0,High
C11742,25.778208496700525,83.6263979076191,8324.4,1876,2.2,0,4,0.397,0.079,1.3,14.77,7.94,1943.4,73249985.0,None/Low
C11743,21.20651674367045,88.16153946436265,2000.4,554,3.55,0,0,0.584,2.049,20.1,48.03,19.43,1270.0,63304646.0,Severe
C11744,21.097784379914742,86.03764502893975,2093.8,461,1.63,0,2,0.813,1.032,10.6,28.92,16.36,1065.7,36856571.0,High
C11745,27.780605217246645,88.80145559901867,9912.0,2374,3.87,3,8,0.788,0.0,5.4,23.27,0.0,3142.4,137160673.0,None/Low
C11746,18.84639964199123,72.6161370982793,1374.9,281,2.97,0,1,0.847,2.989,22.9,59.07,51.14,1195.9,44607031.0,Severe
C11747,28.195958423777235,90.18659942952956,9870.8,1993,7.42,4,6,0.679,0.379,7.3,18.91,9.49,3534.1,110414979.0,Moderate
C11748,26.342846084805636,73.14060393961222,3198.9,732,1.96,1,2,0.923,0.44,7.1,15.97,5.6,1375.5,37576943.0,Moderate
C11749,28.38716322054976,88.09951726876406,7557.6,1471,5.25,0,2,0.789,0.414,6.0,24.62,11.89,2961.8,100892918.0,Moderate
C11750,23.642775275012,86.73586650319592,749.2,154,4.02,0,1,0.687,0.76,3.1,26.24,16.3,321.0,11288057.0,Moderate
C11751,22.94838431534002,78.53468102585177,3832.5,764,3.53,0,2,0.852,1.853,17.4,59.98,37.21,2555.1,113480524.0,High
C11752,27.42306442318042,83.80498377539561,270.6,62,1.17,0,0,0.281,0.093,5.4,0.62,3.82,56.0,752215.0,None/Low
C11753,27.11995697534473,76.21965285904166,7077.2,1902,2.42,2,4,0.65,2.528,24.5,54.06,47.97,5219.4,247989277.0,Severe
C11754,26.168258430378366,76.31652281662716,6617.1,1368,7.72,2,6,0.155,0.047,2.9,12.05,7.34,1106.4,43081539.0,None/Low
C11755,21.95415954168289,90.24568399769531,3793.8,790,2.83,2,1,0.422,2.166,22.4,50.46,35.32,2334.4,100013443.0,Severe
C11756,18.495475884283586,77.522858845362,4234.7,925,2.8,0,4,0.526,0.326,4.2,14.83,10.12,1313.3,40528652.0,Moderate
C11757,25.79634214841805,88.12175114877216,20658.6,4853,4.23,3,8,0.449,1.747,13.1,44.06,32.5,11294.9,520741605.0,High
C11758,23.140949465449374,88.25096717971836,5268.9,1036,2.23,0,8,0.234,0.919,12.1,32.02,17.69,1812.1,81559247.0,Moderate
C11759,24.80842465881025,85.45658898338436,2838.1,568,0.1,0,2,0.496,1.048,11.4,32.08,22.25,1228.2,47544958.0,High
C11760,28.3717677574772,84.64107473356948,27801.4,6622,0.81,8,13,0.303,0.863,10.8,27.25,19.03,9762.5,441978160.0,Moderate
C11761,22.46766222920755,73.65649241985156,1007.5,224,1.65,0,0,0.654,1.786,15.4,47.89,31.69,609.4,26752185.0,High
C11762,20.184557816258568,73.40065515581499,1550.6,365,2.17,0,1,0.184,0.448,9.4,23.63,9.05,382.6,20163951.0,Moderate
C11763,23.154350549746844,78.58073320395499,3668.4,930,2.21,0,4,0.356,0.0,1.0,6.1,8.04,766.6,19451250.0,None/Low
C11764,21.04700079990847,73.70980042887682,3457.1,753,0.66,1,2,0.841,0.507,10.2,35.21,11.82,1456.8,65230470.0,Moderate
C11765,18.743606119567147,84.29466986533407,2198.0,494,2.72,0,4,0.701,0.217,5.6,16.85,0.98,734.9,23810179.0,None/Low
C11766,23.225058622977457,74.20235098210777,3961.5,725,2.63,0,1,0.691,0.403,7.7,14.24,11.76,1446.6,36023543.0,Moderate
C11767,27.00422598164237,75.50141586206797,1593.9,381,1.53,1,2,0.678,0.107,7.3,8.14,3.38,492.5,11502037.0,None/Low
C11768,27.28141350131878,77.92004527368925,9833.3,2731,1.96,1,8,0.403,0.852,8.8,39.92,14.74,3679.0,240448968.0,Moderate
C11769,25.35225596798285,84.22045348060881,2611.3,626,3.17,0,3,0.697,0.0,1.0,18.69,9.28,768.1,30349340.0,None/Low
C11770,20.23911281877341,90.05985284734787,313.6,76,1.64,0,0,0.818,2.307,21.6,57.17,43.36,232.0,10782242.0,Severe
C11771,23.965582272179454,86.74650257956665,953.8,207,5.58,0,3,0.697,2.378,19.1,67.51,41.6,689.0,34000738.0,Severe
C11772,21.01156752892282,74.6568916841131,2917.1,720,4.5,1,1,0.116,0.861,7.4,24.4,15.66,886.6,42433594.0,Moderate
C11773,26.674436349125244,77.6338567816156,951.1,228,1.39,0,0,0.475,1.345,14.3,28.29,21.73,457.5,17174614.0,High
C11774,22.692920226723558,88.31390532636928,3041.5,671,4.63,0,3,0.651,2.655,21.2,70.0,49.96,2313.5,112888525.0,Severe
C11775,25.131912578542927,83.1326827923071,2255.2,454,12.54,1,2,0.508,0.006,1.0,14.14,0.0,559.6,18269458.0,None/Low
C11776,22.860586567933986,76.51120487049204,1576.3,304,1.27,1,0,0.541,1.199,13.2,29.83,26.65,742.6,25319174.0,High
C11777,18.076419430952324,80.06891051055965,3829.5,1083,5.04,2,5,0.637,0.583,4.7,25.39,22.47,1470.8,67419850.0,Moderate
C11778,26.577232735722617,83.78563831794803,2668.3,539,3.67,0,1,0.894,0.531,6.0,23.67,10.83,1171.3,37117154.0,Moderate
C11779,21.751976436348592,81.3428780109771,15105.3,3569,2.33,6,5,0.215,0.883,10.7,10.2,8.36,5023.3,125873796.0,Moderate
C11780,20.010813521813382,86.8373437853271,4102.0,968,0.26,0,2,0.654,0.477,7.3,18.54,0.0,1515.1,50481772.0,Moderate
C11781,21.11869722268948,82.96201364497426,1999.8,552,3.45,1,1,0.21,0.645,7.1,9.68,11.17,577.4,16642073.0,Moderate
C11782,20.593541580420325,77.17067818230933,389.1,80,2.9,0,0,0.959,2.839,25.0,65.51,42.76,338.8,13809634.0,Severe
C11783,22.703837030484053,89.77213730333173,4759.1,1080,8.9,0,2,0.862,0.253,6.0,13.16,0.0,1813.7,47340887.0,None/Low
C11784,26.11735443611226,75.45580645956728,1225.4,323,1.59,0,0,0.595,0.638,3.0,29.65,5.78,470.2,22901456.0,Moderate
C11785,25.880098112112094,90.65638580924097,968.0,186,3.45,0,0,0.537,3.334,29.1,70.43,53.93,827.0,33968465.0,Severe
C11786,27.773898486206708,86.52814651869109,3955.8,894,4.01,0,3,0.15,0.522,4.1,10.42,4.62,995.1,28757692.0,Moderate
C11787,27.94832404075536,77.79185510539192,1594.3,333,2.59,1,0,0.054,0.009,1.0,7.66,10.71,215.2,7244426.0,None/Low
C11788,18.98176527499085,74.08142633909506,5827.1,1294,1.54,0,3,0.368,1.051,15.1,38.03,12.51,2336.9,116665760.0,High
C11789,18.556154132732175,74.69991862132692,2667.1,497,7.07,1,2,0.658,0.0,6.1,11.13,2.44,758.8,19106703.0,None/Low
C11790,26.924881541269993,75.49100130944304,539.0,99,2.43,0,0,0.585,0.178,3.0,19.38,0.0,160.8,5382655.0,None/Low
C11791,26.189925382104832,86.20925034704315,12540.4,2535,1.34,1,11,0.665,2.307,18.2,43.06,45.75,8797.3,302193326.0,Severe
C11792,19.34741072967936,82.62124309214812,534.3,124,2.02,0,0,0.362,0.424,5.4,16.29,7.06,153.3,5511549.0,Moderate
C11793,26.495795278242092,83.28660141861657,5725.7,1218,1.82,1,4,0.804,0.24,6.0,10.44,1.53,2086.0,47922156.0,None/Low
C11794,21.333592367204364,84.63602356725735,16444.6,3048,2.65,3,17,0.247,0.576,6.0,16.18,15.71,4695.4,145218871.0,Moderate
C11795,19.61098274618869,90.14372009019696,800.7,223,2.76,0,0,0.462,1.088,12.1,14.24,19.68,345.2,9995145.0,High
C11796,23.64414438506077,73.64214873572526,6161.7,1133,1.83,1,4,0.741,0.135,3.4,14.23,6.88,2030.3,53406471.0,None/Low
C11797,25.992000773437727,75.03340376961097,586.9,124,3.17,0,0,0.819,2.225,14.6,55.02,34.38,425.6,17661196.0,Severe
C11798,28.853995616285474,78.22706401095925,5616.1,1032,0.35,2,1,0.206,0.552,7.2,31.03,7.25,1521.7,75901425.0,Moderate
